DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000872,HCC515,HCC515,HCC515_LUNG,,,Female,Academic lab,3.0,-3.347634872,not found,not found,72.7,CVCL_5136,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000873,KYSE-270,KYSE270,KYSE270_OESOPHAGUS,,907319.0,Male,DSMZ,2.0,-2.657699547,Adherent,RPMI:F12 (1:1) + 10% FBS,85.0,CVCL_1350,1518.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,79,SIDM01029,,esophagus,esophagus_squamous,,
ACH-000874,RS4;11,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703.0,Female,ATCC,,,,,,CVCL_0093,862.0,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",32,SIDM01086,,blood,ALL,b_cell,
ACH-000875,NCI-H2347,NCIH2347,NCIH2347_LUNG,,687820.0,Female,ATCC,,,,,,CVCL_1550,337.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",54,SIDM00726,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000876,MDA-MB-415,MDAMB415,MDAMB415_BREAST,,924240.0,Female,ATCC,3.0,-3.717562993,Adherent,L15 + 15% FBS + 2mM Glutamine + 10ug/ml Insulin + 10ug/ml Glutathione,92.0,CVCL_0621,344.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,38,SIDM00630,,breast,breast_carcinoma,ERpos_HER2neg,HER2_amp
ACH-000877,EB1,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_2027,,bone,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",9,SIDM00862,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000878,HCC-15,HCC15,HCC15_LUNG,,1240143.0,Male,DSMZ,2.0,-1.472485962,Mixed adherent and suspension,RPMI + 10% FBS,88.1,CVCL_2057,1368.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",47,SIDM01072,,lung,NSCLC,NSCLC_squamous,
ACH-000879,MFE-296,MFE296,MFE296_ENDOMETRIUM,,908130.0,Female,DSMZ,,,,,,CVCL_1406,920.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,68,SIDM00334,,uterus,endometrial_adenocarcinoma,,
ACH-000880,AGS,AGS,AGS_STOMACH,,906790.0,Female,ATCC,2.0,-3.466935903,Adherent,F12K + 10% FBS,83.7,CVCL_0139,1011.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,54,SIDM00850,,gastric,gastric_adenocarcinoma,,
ACH-000881,MEL-JUSO,MELJUSO,MELJUSO_SKIN,,908125.0,Female,DSMZ,2.0,-3.905928753,Adherent,RPMI + 10% FBS,80.2,CVCL_1403,626.0,skin,Primary,Skin Cancer,Melanoma,58,SIDM00336,,skin,melanoma,,
ACH-000882,IGR-1,IGR1,IGR1_SKIN,,907169.0,Male,DSMZ,2.0,-4.926037137,Adherent,DMEM + 10% FBS,91.4,CVCL_1303,1534.0,lymph_node,Metastasis,Skin Cancer,Melanoma,42,SIDM01060,,skin,melanoma,,
ACH-000883,SW 1783,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750.0,Male,ATCC,,,,,,CVCL_1722,1453.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,68,SIDM01164,,central_nervous_system,glioma,astrocytoma,
ACH-000884,MDA-MB-435S,MDAMB435S,MDAMB435S_SKIN,,,Unknown,ATCC,2.0,-4.097782734,,RPMI + 10% FBS,77.2,CVCL_0622,,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",31,SIDM01222,,skin,melanoma,amelanotic,
ACH-000885,TOV-21G,TOV21G,TOV21G_OVARY,,1240222.0,Female,ATCC,3.0,-3.842343459,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS,62.3,CVCL_3613,700.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",62,SIDM01169,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,,724873.0,Female,ATCC,2.0,-5.104869783,,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,89.7,CVCL_1514,79.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",68,SIDM00756,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000887,SF-172,SF172,SF172_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,2.0,-5.516734456,not found,not found,85.0,CVCL_V613,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,,908463.0,Female,ATCC,2.0,-4.372399833999999,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,83.4,CVCL_1496,934.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00755,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000889,KMM-1,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-3.80182347,,RPMI + 10% FBS,93.7,CVCL_2981,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,
ACH-000890,SW 1271,SW1271,SW1271_LUNG,,1299062.0,Male,ATCC,2.0,-2.98686567,Adherent,RPMI + 10% FBS,75.0,CVCL_1716,2037.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,,lung,SCLC,,
ACH-000891,HCC-1438,HCC1438,HCC1438_LUNG,,,Male,KCLB,,,,,,CVCL_L088,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,,,lung,NSCLC,NSCLC_large_cell,
ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,,753600.0,Male,ATCC,,,,,,CVCL_1475,1402.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00751,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,,910900.0,Male,ATCC,,,,,,CVCL_1484,1828.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",71,SIDM00744,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,,1240183.0,Male,ATCC,,,,,,CVCL_1500,90.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58,SIDM00768,,lung,NSCLC,NSCLC_squamous,
ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,,1290771.0,Female,DSMZ,,,,,,CVCL_1980,1005.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00945,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000896,647-V,647V,647V_URINARY_TRACT,,906797.0,Male,DSMZ,2.0,-4.624345928,Adherent,DMEM + 15% FBS + 2mM Glutamax,85.8,CVCL_1049,2061.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,,SIDM00983,,urinary_tract,bladder_carcinoma,,
ACH-000897,FTC-238,FTC238,FTC238_THYROID,,,Male,ECACC,,,,,,CVCL_2447,,lung,Metastasis,Thyroid Cancer,"Carcinoma, follicular",42,SIDM00228,,thyroid,thyroid_carcinoma,follicular,
ACH-000898,SNU-719,SNU719,SNU719_STOMACH,,,Male,KCLB,2.0,-3.4739188960000003,,RPMI + 10% FBS + 2mM L-glutamine,80.0,CVCL_5086,,stomach,Primary,Gastric Cancer,"Adenocarcinoma, tubular",53,,,gastric,gastric_adenocarcinoma,tubular,
ACH-000899,WM-88,WM88,WM88_SKIN,,,Male,Academic lab,1.0,-2.7494446239999997,Adherent,RPMI + 10% FBS,47.9,CVCL_6805,,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,,905942.0,Male,ATCC,4.0,-3.486270587,Adherent,RPMI + 10% FBS,81.8,CVCL_1547,2108.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000901,HCC-1359,HCC1359,HCC1359_LUNG,,,Female,KCLB,3.0,-4.709189263,Adherent,RPMI + 10% FBS,80.7,CVCL_5128,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",55,,,lung,NSCLC,NSCLC_large_cell,
ACH-000902,CAL-148,CAL148,CAL148_BREAST,,924106.0,Female,DSMZ,,,,,,CVCL_1106,1610.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,58,SIDM00938,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal_HER2_amp
ACH-000903,FTC-133,FTC133,FTC133_THYROID,,906864.0,Male,ECACC,2.0,-4.163518757,Adherent,DMEM:F12 (1:1) + 10% FBS + 2mM Glutamine,75.1,CVCL_1219,1007.0,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, anaplastic",42,SIDM00213,,thyroid,thyroid_carcinoma,anaplastic,
ACH-000904,NCI-H2106,NCIH2106,NCIH2106_LUNG,,,Male,ATCC,,,,,,CVCL_1526,,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",58,,,lung,NSCLC,NSCLC_large_cell,
ACH-000905,5637,5637,5637_URINARY_TRACT,,687452.0,Male,ATCC,2.0,-4.053557218,Adherent,RPMI + 10% FBS,95.1,CVCL_0126,1157.0,urinary_tract,,Bladder Cancer,,68,SIDM00807,,urinary_tract,bladder_carcinoma,,
ACH-000906,ES-2,ES2,ES2_OVARY,,1240128.0,Female,ATCC,3.0,-5.857280493999999,Adherent,RPMI + 10% FBS,94.1,CVCL_3509,869.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",47,SIDM00861,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000907,SNU-349,SNU349,SNU349_KIDNEY,,,Male,KCLB,2.0,-3.1149156710000003,Adherent,RPMI + 10% FBS,73.2,CVCL_5054,,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",68,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000908,SNU-520,SNU520,SNU520_STOMACH,,,Female,KCLB,,,,,,CVCL_5072,,stomach,Primary,Gastric Cancer,Adenocarcinoma,60,,,gastric,gastric_adenocarcinoma,,
ACH-000909,JHUEM-2,JHUEM2,JHUEM2_ENDOMETRIUM,,,Female,RIKEN,,,,,,CVCL_4656,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,62,,,uterus,endometrial_adenocarcinoma,,
ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,,908122.0,Female,ATCC,3.0,-3.879182164,Adherent,RPMI + 10% FBS,82.0,CVCL_0418,101.0,pericardial_effusion,Metastasis,Breast Cancer,Carcinoma,48,SIDM00272,,breast,breast_carcinoma,ERneg_HER2neg,HER2_amp
ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,,908455.0,Male,JHSF,2.0,-4.679096976,,RPMI + 10% FBS,83.8,CVCL_1612,1251.0,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00572,,gastric,gastric_adenocarcinoma,,
ACH-000912,NCI-H2286,NCIH2286,NCIH2286_LUNG,,,Female,ATCC,2.0,-4.860292889,,DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium,75.6,CVCL_1545,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),57,SIDM00017,,lung,SCLC,,
ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,,907000.0,Female,DSMZ,2.0,-4.314455357,,RPMI + 20% FBS,58.6,CVCL_1205,293.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76,SIDM01043,,uterus,endometrial_stromal_sarcoma,,
ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063.0,Male,ATCC,2.0,-4.2935546989999995,,RPMI + 10% FBS,62.4,CVCL_1290,745.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70,SIDM00661,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000915,IPC-298,IPC298,IPC298_SKIN,,907171.0,Female,DSMZ,1.0,-5.801301297999999,Adherent,RPMI + 10% FBS,94.3,CVCL_1307,77.0,skin,Primary,Skin Cancer,Melanoma,64,SIDM01059,,skin,melanoma,,
ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,,908472.0,Female,ATCC,2.0,-1.3498876130000002,Adherent,RPMI + 5% FBS,52.0,CVCL_1478,372.0,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00749,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,,1503371.0,Female,RIKEN,2.0,-3.8284044689999996,,RPMI + 10% FBS,63.8,CVCL_3337,382.0,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00250,,esophagus,esophagus_squamous,,
ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147.0,Female,DSMZ,,,,,,CVCL_1424,1321.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5,SIDM00431,,blood,ALL,t_cell,
ACH-000919,IM95,IM95,IM95_STOMACH,,1240155.0,Male,HSRRB,0.0,-2.041979177,Adherent,DMEM + 10% FBS,60.0,CVCL_2961,405.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,63,SIDM00602,,gastric,gastric_adenocarcinoma,,
ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951.0,Female,DSMZ,0.0,-1.581989945,,RPMI + 10% FBS,52.2,CVCL_1126,160.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",36,SIDM00958,,blood,CML,blast_crisis,
ACH-000921,NCI-H1339,NCIH1339,NCIH1339_LUNG,,,Female,ATCC,2.0,-4.708673864,Adherent,RPMI + 20% FBS,92.8,CVCL_A472,,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),49,,,lung,SCLC,,
ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994.0,Female,DSMZ,,,,,,CVCL_1851,1160.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",8,SIDM00449,,blood,ALL,b_cell,
ACH-000923,BCP-1,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0107,,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",92,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,,1298353.0,Female,ATCC,2.0,-4.912010725,Adherent,RPMI + 10% FBS,87.0,CVCL_1537,1692.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00926,,lung,NSCLC,,
ACH-000925,DV-90,DV90,DV90_LUNG,,,Male,DSMZ,,,,,,CVCL_1184,,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,,907287.0,Unknown,ECACC,3.0,-2.82413523,Adherent,EMEM + 20% FBS + Glutamine + NEAA,69.4,CVCL_1294,1688.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00541,,colorectal,colorectal_adenocarcinoma,,
ACH-000927,BT-474,BT474,BT474_BREAST,,946359.0,Female,ATCC,,,,,,CVCL_0179,412.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00963,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp
ACH-000928,JHUEM-1,JHUEM1,JHUEM1_ENDOMETRIUM,,,Female,RIKEN,2.0,-2.47947692,Adherent,DMEM:F12 (1:1) + 15% FBS,57.5,CVCL_4655,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,56,,,uterus,endometrial_adenocarcinoma,,
ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,,1298351.0,Unknown,ATCC,2.0,-2.4709458140000002,,RPMI + 10% FBS,67.8,CVCL_1530,1948.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00703,,lung,NSCLC,,
ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,,907046.0,Female,ATCC,,,,,,CVCL_1255,2127.0,breast,Primary,Breast Cancer,Carcinoma,70,SIDM00878,,breast,breast_carcinoma,ERneg_HER2pos,basal_A
ACH-000931,HMCB,HMCB,HMCB_SKIN,CHL-1,,Female,ATCC,,,,,,CVCL_3317,,skin,Primary,Skin Cancer,Melanoma,,SIDM00914,,skin,melanoma,,
ACH-000932,SNU-1,SNU1,SNU1_STOMACH,,908444.0,Male,ATCC,2.0,-4.356096843,,RPMI + 10% FBS,85.4,CVCL_0099,564.0,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,44,SIDM01146,,gastric,gastric_adenocarcinoma,,
ACH-000933,SNU-324,SNU324,SNU324_PANCREAS,,,Male,KCLB,,,,,,CVCL_5051,,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",50,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,,908121.0,Female,ATCC,,,,,,CVCL_0620,880.0,central_nervous_system,Metastasis,Breast Cancer,Carcinoma,40,SIDM00528,,breast,breast_carcinoma,ERpos_HER2pos,HER2_amp
ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,,1240173.0,Unknown,ECACC,3.0,-2.8505928810000003,Adherent,DMEM + 10% FBS + 2mM Glutamine,72.2,CVCL_2588,928.0,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00527,,colorectal,colorectal_adenocarcinoma,,
ACH-000936,EFO-27,EFO27,EFO27_OVARY,,906852.0,Female,DSMZ,2.0,-3.852748565,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,71.8,CVCL_1192,1497.0,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",36,SIDM01051,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909260.0,Female,DSMZ,2.0,-4.073805609,,RPMI + 10% FBS,71.2,CVCL_1641,1043.0,pleural_effusion,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",6,SIDM00451,,blood,ALL,t_cell,
ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908158.0,Male,DSMZ,2.0,-4.1953206960000005,,RPMI + 15% FBS,86.6,CVCL_0092,973.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",19,SIDM00429,,blood,ALL,b_cell,
ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,,909732.0,Female,ATCC,2.0,-3.3198908439999997,Adherent,EMEM + 10% FBS,49.6,CVCL_0533,725.0,endometrium,Primary,Sarcoma,Leiomyosarcoma,75,SIDM01113,,soft_tissue,leiomyosarcoma,,
ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,,910781.0,Female,ATCC,,,,,,CVCL_0028,1294.0,endometrium,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,55,SIDM00901,,uterus,endometrial_adenocarcinoma,,
ACH-000941,HEC-1-B,HEC1B,HEC1B_ENDOMETRIUM,,,Female,ATCC,2.0,-3.706515885,Adherent,EMEM + 10% FBS,64.5,CVCL_0294,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,71,SIDM01241,,uterus,endometrial_adenocarcinoma,,
ACH-000942,HPB-ALL,HPBALL,HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1820,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",14,,,blood,ALL,t_cell,
ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,,909698.0,Unknown,ATCC,3.0,-4.991664116,Adherent,MEM + 10% FBS,49.1,CVCL_0504,607.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM01090,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159.0,Female,JCRB,,,,,,CVCL_0067,669.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM00641,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,,722066.0,Male,ATCC,,,,,,CVCL_1575,1539.0,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000946,HEC-265,HEC265,HEC265_ENDOMETRIUM,,,Female,HSRRB,2.0,-3.59520845,,EMEM + 15% FBS,83.8,CVCL_2928,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,
ACH-000947,OVK18,OVK18,OVK18_OVARY,,1480371.0,Female,RIKEN,3.0,-4.4573856,Adherent,MEM + 10% FBS,82.3,CVCL_3770,200.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00238,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-000948,23132/87,2313287,2313287_STOMACH,,910924.0,Male,DSMZ,2.0,-4.339057983,,RPMI + 10% heat inactivated FBS,78.0,CVCL_1046,558.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00980,,gastric,gastric_adenocarcinoma,,
ACH-000949,TGBC11TKB,TGBC11TKB,TGBC11TKB_STOMACH,,909770.0,Female,RIKEN,0.0,0.008841746,Suspension,DMEM + 5% FBS,72.0,CVCL_1768,1917.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00251,,gastric,gastric_adenocarcinoma,,
ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,,907790.0,Male,ATCC,3.0,-2.1635840969999998,Adherent,F12 + 10% FBS + 2mM Glutamax + 1.5g/l Sodium bicarbonate,53.4,CVCL_0399,306.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,56,SIDM00839,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,,687819.0,Male,ATCC,,,,,,CVCL_1549,1814.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00727,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000952,MDA PCa 2b,MDAPCA2B,MDAPCA2B_PROSTATE,,,Male,ATCC,,,,,,CVCL_4748,,bone,Metastasis,Prostate Cancer,Adenocarcinoma,63,,,prostate,prostate_adenocarcinoma,,
ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743.0,Male,ATCC,2.0,-2.701495375,,RPMI + 10% FBS,92.9,CVCL_1714,1452.0,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8,SIDM01154,,blood,ALL,t_cell,
ACH-000954,HEC-1-A,HEC1A,HEC1A_ENDOMETRIUM,,,Female,ATCC,0.0,-1.8305332840000001,Adherent,McCoy's 5A + 10% FBS,91.6,CVCL_0293,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,71,SIDM00595,,uterus,endometrial_adenocarcinoma,,
ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,,1660034.0,Male,KCLB,0.0,-0.196543615,,RPMI + 10% FBS + 2mM Glutamine,48.2,CVCL_5058,1907.0,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37,SIDM00214,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,22-RV1,924100.0,Male,ATCC,,,,,,CVCL_1045,1027.0,prostate,Primary,Prostate Cancer,Adenocarcinoma,,SIDM00499,,prostate,prostate_adenocarcinoma,,
ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,,998189.0,Female,ATCC,2.0,-2.647049754,not found,not found,53.0,CVCL_0397,2081.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58,SIDM00680,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,,909751.0,Female,ATCC,2.0,-2.542591961,Adherent,RPMI + 10% FBS,64.2,CVCL_1724,1.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82,SIDM00837,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000959,SNU-C4,SNUC4,SNUC4_LARGE_INTESTINE,,,Male,KCLB,2.0,-4.111999881,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,57.0,CVCL_5111,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,35,SIDM00500,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696.0,Female,ATCC,2.0,-4.1267401360000004,Suspension,RPMI + 10% FBS,65.0,CVCL_1650,1272.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15,SIDM00447,,blood,ALL,b_cell,
